Year,Week,week_start,mountain,max,min,rainfall,predicted_visitors
2026,6,2026-07-14,Mt. Stirling,1.0051948051948052,-3.364935064935065,4.023376623376624,208.55575356240297
2026,6,2026-07-14,Perisher,2.471753246753247,-4.056753246753247,5.097662337662338,50823.674263151246
2026,6,2026-07-14,Selwyn,3.2961038961038964,-1.396103896103896,3.5740259740259743,6890.58402922363
2026,6,2026-07-14,Thredbo,-0.18441558441558445,-4.892965367965368,2.2396103896103896,41695.988853509
2026,7,2026-07-21,Charlotte Pass,2.189935064935065,-3.6883116883116887,4.976623376623377,1314.3613755274746
2026,7,2026-07-21,Falls Creek,1.5811688311688312,-2.474891774891775,3.2839826839826842,30620.329337896143
2026,7,2026-07-21,Mt. Baw Baw,2.755887445887446,-1.2891774891774892,4.223376623376623,6831.302472009231
2026,7,2026-07-21,Mt. Buller,1.7746753246753249,-2.2216450216450214,4.141991341991342,45590.99821673033
2026,7,2026-07-21,Mt. Hotham,0.4234285714285715,-3.2931428571428567,3.699428571428571,27750.23948259854
2026,7,2026-07-21,Mt. Stirling,1.7746753246753249,-2.2216450216450214,4.141991341991342,-664.0142750207488
2026,7,2026-07-21,Perisher,3.3389610389610387,-3.405844155844156,6.070562770562771,54406.925594084896
2026,7,2026-07-21,Selwyn,4.3398268398268405,-0.33398268398268394,4.456709956709957,6848.982140464945
2026,7,2026-07-21,Thredbo,0.991904761904762,-4.086428571428572,1.9985714285714287,42013.20370656483
2026,8,2026-07-28,Charlotte Pass,2.3701298701298703,-3.7584415584415583,4.998701298701299,2347.171272692014
2026,8,2026-07-28,Falls Creek,1.8876623376623376,-2.433333333333333,3.247619047619048,31459.798618896395
2026,8,2026-07-28,Mt. Baw Baw,3.1134199134199134,-1.623051948051948,5.054545454545455,5090.306273809123
2026,8,2026-07-28,Mt. Buller,1.9556277056277056,-2.325757575757576,5.470995670995671,46736.947950321824
2026,8,2026-07-28,Mt. Hotham,0.7219047619047618,-3.2315714285714288,3.3571428571428568,29240.96801529416
2026,8,2026-07-28,Mt. Stirling,1.9556277056277056,-2.325757575757576,5.470995670995671,-1063.9812673549313
2026,8,2026-07-28,Perisher,3.58030303030303,-3.469047619047619,5.594805194805195,61252.40105095705
2026,8,2026-07-28,Selwyn,4.618614718614719,-0.4387445887445889,3.148917748917749,4453.778102036842
2026,8,2026-07-28,Thredbo,1.006904761904762,-4.134285714285714,2.647619047619048,41141.67398393336
2026,9,2026-08-04,Charlotte Pass,2.131818181818182,-4.471818181818182,3.4314285714285715,2981.4065789619544
2026,9,2026-08-04,Falls Creek,1.1175324675324676,-3.155800865800866,3.7439826839826837,34311.10497297375
2026,9,2026-08-04,Mt. Baw Baw,2.117662337662338,-1.86991341991342,5.181818181818182,5100.249792520397
2026,9,2026-08-04,Mt. Buller,1.2383116883116883,-2.8181818181818183,4.64025974025974,42030.32688219967
2026,9,2026-08-04,Mt. Hotham,0.5084821428571429,-3.869642857142857,1.4035714285714285,25481.387375210445
2026,9,2026-08-04,Mt. Stirling,1.2383116883116883,-2.8181818181818183,4.64025974025974,101.6670047190928
2026,9,2026-08-04,Perisher,3.348311688311689,-4.312640692640692,4.675670995670996,67431.30407917421
2026,9,2026-08-04,Selwyn,4.107359307359307,-0.8634199134199135,3.4463203463203467,4100.471971105262
2026,9,2026-08-04,Thredbo,0.7615952380952381,-4.818904761904762,2.1605714285714286,44621.430031409065
2026,10,2026-08-11,Charlotte Pass,2.6923809523809523,-3.37995670995671,2.348051948051948,3720.6306246054373
2026,10,2026-08-11,Falls Creek,1.9472294372294372,-2.2066233766233765,3.39974025974026,33913.20603632186
2026,10,2026-08-11,Mt. Baw Baw,3.42004329004329,-0.7487012987012988,5.792207792207792,5044.163351777726
2026,10,2026-08-11,Mt. Buller,2.3342857142857145,-1.7936796536796535,4.143463203463203,36841.207261772404
2026,10,2026-08-11,Mt. Hotham,1.114285714285714,-2.642857142857143,3.036734693877551,30408.94531987013
2026,10,2026-08-11,Mt. Stirling,2.3342857142857145,-1.7936796536796535,4.143463203463203,-934.8190857018308
2026,10,2026-08-11,Perisher,4.026277056277056,-2.944588744588745,3.041818181818182,61084.50804238237
2026,10,2026-08-11,Selwyn,5.171428571428572,-0.0012987012987012941,3.061038961038961,5145.4932086374465
2026,10,2026-08-11,Thredbo,1.2317142857142858,-3.819714285714286,1.7982857142857143,45578.734260076
2026,11,2026-08-18,Charlotte Pass,2.4642857142857144,-3.397142857142857,4.288571428571428,5307.300519394414
2026,11,2026-08-18,Falls Creek,2.217142857142857,-2.3534285714285716,5.8674285714285705,35715.74171220701
2026,11,2026-08-18,Mt. Baw Baw,3.436904761904762,-1.303,7.475714285714285,3436.6014238172065
2026,11,2026-08-18,Mt. Buller,2.349142857142857,-2.1097142857142854,5.594857142857142,37212.26571264286
2026,11,2026-08-18,Mt. Hotham,1.3125,-2.5535714285714284,4.6499999999999995,28980.492460034802
2026,11,2026-08-18,Mt. Stirling,2.349142857142857,-2.1097142857142854,5.594857142857142,-326.312679003222
2026,11,2026-08-18,Perisher,4.151238095238095,-2.9974285714285713,5.1011428571428565,61261.66668730069
2026,11,2026-08-18,Selwyn,5.622857142857143,-0.07285714285714295,4.565714285714286,5880.204432520359
2026,11,2026-08-18,Thredbo,0.8942857142857144,-3.7628571428571425,3.3128571428571427,43321.865374414614
2026,12,2026-08-25,Charlotte Pass,3.2569047619047615,-4.01202380952381,2.462142857142857,6416.697743881499
2026,12,2026-08-25,Falls Creek,3.0785714285714283,-2.5983333333333336,3.8595238095238096,33683.48035323885
2026,12,2026-08-25,Mt. Baw Baw,4.14,-0.9985714285714286,5.634285714285714,5306.565832502278
2026,12,2026-08-25,Mt. Buller,3.426428571428571,-2.070952380952381,3.411904761904762,33781.48773485913
2026,12,2026-08-25,Mt. Hotham,2.2476190476190476,-2.713597883597884,2.4701587301587304,33496.4884846969
2026,12,2026-08-25,Mt. Stirling,3.426428571428571,-2.070952380952381,3.411904761904762,2883.021006782481
2026,12,2026-08-25,Perisher,4.796809523809523,-3.6281904761904764,3.07,55772.73933536171
2026,12,2026-08-25,Selwyn,6.605428571428571,0.09880952380952375,2.415238095238095,6922.841069448281
2026,12,2026-08-25,Thredbo,1.7244285714285712,-4.102904761904762,1.9965714285714284,45164.51126190751
2026,13,2026-09-01,Charlotte Pass,4.856428571428571,-2.623571428571428,3.9466666666666668,6246.327992662087
2026,13,2026-09-01,Falls Creek,4.302857142857143,-1.6085714285714285,2.782380952380952,32332.8892295631
2026,13,2026-09-01,Mt. Baw Baw,5.797190476190476,-0.2612380952380953,5.160285714285714,6748.60376266423
2026,13,2026-09-01,Mt. Buller,4.518571428571429,-0.9938095238095238,3.9899999999999998,24499.072797859357
2026,13,2026-09-01,Mt. Hotham,4.2989115646258504,-1.8386054421768707,3.117823129251701,30852.819096666994
2026,13,2026-09-01,Mt. Stirling,4.518571428571429,-0.9938095238095238,3.9899999999999998,1903.4147789367162
2026,13,2026-09-01,Perisher,6.326428571428572,-2.1435238095238094,5.296380952380952,56482.08382791908
2026,13,2026-09-01,Selwyn,8.37647619047619,1.1754761904761903,3.393333333333333,7272.455994105227
2026,13,2026-09-01,Thredbo,3.13,-3.4430952380952378,1.7911428571428574,44404.3870014533
2026,14,2026-09-08,Charlotte Pass,5.777142857142858,-1.626309523809524,2.8326190476190476,3865.9723646095117
2026,14,2026-09-08,Falls Creek,5.025661375661375,-0.9539682539682539,3.2227513227513227,27288.291695434105
2026,14,2026-09-08,Mt. Baw Baw,5.7160714285714285,0.03261904761904765,6.380571428571428,4553.293297966005
2026,14,2026-09-08,Mt. Buller,4.800952380952381,-0.9038095238095238,4.922857142857143,18583.9045161338
2026,14,2026-09-08,Mt. Hotham,4.438095238095238,-0.7457142857142858,3.370476190476191,17207.456600081696
2026,14,2026-09-08,Mt. Stirling,4.800952380952381,-0.9038095238095238,4.922857142857143,-176.88171752788912
2026,14,2026-09-08,Perisher,7.154761904761905,-1.2123809523809523,3.184761904761905,52884.96579398333
2026,14,2026-09-08,Selwyn,8.41095238095238,1.5919047619047617,2.921904761904762,5590.301859500538
2026,14,2026-09-08,Thredbo,4.165873015873015,-1.9322751322751321,2.084656084656084,31248.957458259094
2026,15,2026-09-15,Charlotte Pass,5.1292857142857144,-1.698452380952381,3.8430952380952377,-606.9342286917054
2026,15,2026-09-15,Falls Creek,4.87989417989418,-0.9291005291005292,3.592063492063492,19058.05340925627
2026,15,2026-09-15,Mt. Baw Baw,5.291666666666666,-0.4211904761904761,7.348571428571428,-65.40145454767116
2026,15,2026-09-15,Mt. Buller,4.68047619047619,-1.1092857142857144,4.569047619047619,12445.416410722806
2026,15,2026-09-15,Mt. Hotham,2.1895238095238096,-3.359047619047619,3.3009523809523813,9080.970701135151
2026,15,2026-09-15,Mt. Stirling,4.68047619047619,-1.1092857142857144,4.569047619047619,-2821.0295769796103
2026,15,2026-09-15,Perisher,6.784095238095238,-0.9987380952380951,4.1337142857142855,39663.93957520924
2026,15,2026-09-15,Selwyn,8.43,1.5642857142857145,3.8628571428571425,5039.486851289126
2026,15,2026-09-15,Thredbo,2.9835978835978834,-2.989153439153439,3.0502645502645502,20501.631375746427
